logradouro,faixas,limite_velocidade,mao_unica,superficie,tipo_via,tamanho
RUA HIMALAIA,NA,NA,no,NA,residential,1182.5524733144596
RUA HINTEM MARTINS,NA,40,NA,asphalt,residential,787.3236469279017
RUA HIODORO CUSTODIO,NA,NA,NA,NA,service,120.1322955555318
RUA HIPERION,NA,NA,NA,asphalt,residential,132.0156499546129
RUA HIPIAS,NA,NA,NA,asphalt,residential,232.6464278742316
RUA HIPOCRATES,NA,NA,yes,asphalt,residential,104.8575361834606
RUA HIPOLITO ARAUJO,NA,NA,NA,NA,residential,127.10496472213669
RUA HIPOLITO CARON,NA,NA,NA,NA,residential,148.78364970507204
RUA HIPOLITO CORDEIRO,NA,NA,NA,NA,residential,66.4670588084211
RUA HIPOLITO DA COSTA,2,NA,yes,asphalt,residential,961.6458517002835
RUA HIPOLITO DA SILVA,NA,NA,yes,NA,residential,343.485662412926
RUA HIPOLITO DE CAMARGO,NA,40,yes,asphalt,residential,596.7984133208091
RUA HIPOLITO DE SOUZA,NA,NA,NA,asphalt,residential,108.2333075900872
RUA HIPOLITO JOSE DA COSTA,NA,NA,no,asphalt,residential,605.2579239339159
RUA HIPOLITO RAPOSO,NA,NA,NA,NA,residential,211.516860612232
RUA HIPOLITO SABINO,NA,NA,NA,NA,residential,268.4061930418415
RUA HIPOLITO SOARES,NA,NA,NA,asphalt,residential,334.54798445062755
RUA HIPOLITO VIEITES,NA,NA,NA,NA,residential,293.655733144699
RUA HIPOLITO XAVIER,NA,NA,NA,paved,residential,85.38240216692715
RUA HIPOPOTAMO,NA,NA,NA,NA,residential,259.2882087934625
RUA HIRAM LEITE DE ABREU,NA,NA,NA,asphalt,residential,1522.2155186784278
RUA HIRAN DE LIMA PEREIRA,NA,NA,NA,asphalt,residential,615.082488205281
RUA HIRAN PINTO DA SILVA,NA,NA,NA,asphalt,residential,223.38274165744247
RUA HIRAYOSHI AMANO,NA,NA,NA,unpaved,residential,676.0671369770507
RUA HIROAKI TORIGOI,NA,NA,NA,NA,residential,108.32226652293564
RUA HIROJE YOKOTE,NA,NA,NA,unpaved,service,315.8188077218589
RUA HIROSADA TAMURA,NA,NA,NA,NA,residential,385.5198182536066
RUA HIROSHI NABESIMA,NA,NA,NA,NA,residential,80.43445114841919
RUA HIROSHIMA,NA,NA,NA,asphalt,residential,985.5835662687427
RUA HIROVO KAMINOBO,NA,NA,NA,NA,residential,1511.128033195324
RUA HISACATU WATANABE,NA,NA,NA,NA,residential,110.86294547913447
RUA HISAJI MORITA,NA,NA,NA,asphalt,residential,1349.6886507722816
RUA HISSOPO,NA,NA,yes,paved,residential,217.67823134002742
RUA HISTORIA PATRIA,NA,NA,NA,asphalt,residential,90.49322177013214
RUA HITITA,NA,NA,NA,NA,residential,264.54534723557816
RUA HITOSHI ISHIBASHI,NA,NA,NA,asphalt,residential,168.4936654710603
RUA HOLAMBRA,NA,NA,NA,NA,service,112.46230000935226
RUA HOLANDA,2,40,yes,asphalt,residential,1441.888108537079
RUA HOLANDA CAVALCANTI,NA,40,no,asphalt,residential,330.3854663351001
RUA HOLANDESA,NA,NA,yes,asphalt,residential,729.0742906857229
RUA HOLDA BOTTO MALANCONI,NA,30,NA,NA,residential,684.6623746622422
RUA HOLLYWOOD,NA,NA,yes,asphalt,residential,744.99202331747
RUA HOMEM DA COSTA,NA,30,NA,asphalt,residential,257.8564586468859
RUA HOMEM DE MELO,NA,NA,NA,sett,residential,149.46353565069114
RUA HOMERO BATISTA,2,NA,no,paved,secondary,722.6812819681531
RUA HOMERO DE SOUSA CAMPOS,NA,NA,no,asphalt,residential,155.54143447058135
RUA HOMERO FABRINI,NA,40,NA,asphalt,residential,276.8214788819283
RUA HOMERO FRANCISCO TERRA,NA,NA,no,asphalt,residential,343.27887079498254
RUA HOMERO JOSE DA SILVA,NA,NA,NA,NA,residential,133.24218330563653
RUA HOMERO LEONEL VIEIRA,NA,NA,NA,NA,residential,91.80952514497537
RUA HOMERO PIRES,NA,NA,NA,NA,residential,151.25345787250853
RUA HOMERO PRATES,NA,NA,NA,NA,residential,157.92165411678644
RUA HOMERO SALES,NA,NA,NA,NA,residential,1120.7742929844317
RUA HOMERO VAZ DO AMARAL,NA,NA,NA,asphalt,residential,600.4012148150912
RUA HOMORE DAUMLER,NA,NA,NA,NA,residential,190.51593993768032
RUA HOMORIO CORREIA DE OLIVEIRA,NA,NA,NA,asphalt,residential,129.16826054605679
RUA HONDURAS,1.57,36.67,yes,asphalt,residential,3194.6898714119566
RUA HONESTINO MONTEIRO GUIMARAES,NA,NA,NA,asphalt,residential,109.04558593122299
RUA HONOLULU,NA,NA,NA,unpaved,residential,239.37936028040963
RUA HONORATO CORREIA,NA,NA,NA,asphalt,residential,232.09984766649626
RUA HONORATO DAS NEVES,NA,NA,NA,asphalt,residential,284.1676478237078
RUA HONORATO DE LIMA,NA,NA,no,paved,residential,132.90905921152014
RUA HONORATO FAUSTINO,NA,NA,yes,asphalt,residential,307.3598404458965
RUA HONORATO PEREIRA,NA,NA,NA,paved,residential,742.6158562426705
RUA HONORINA MARIA DA CONCEICAO,NA,NA,NA,asphalt,residential,80.31687926744141
RUA HONORINDA JOSEFA DA SILVA,NA,NA,NA,NA,residential,211.24919307422493
RUA HONORIO,NA,NA,yes,asphalt,residential,232.19484655782128
RUA HONORIO ALVES,NA,NA,NA,asphalt,residential,224.4422707608654
RUA HONORIO BARBOSA,NA,NA,NA,NA,residential,49.38945007879948
RUA HONORIO BICALHO,NA,20,NA,NA,residential,268.78632772092055
RUA HONORIO DOS SANTOS,NA,NA,NA,asphalt,residential,211.26452727455128
RUA HONORIO EMILIANO BUENO,NA,NA,NA,asphalt,residential,945.4340041790828
RUA HONORIO LIBERO,NA,NA,yes,asphalt,residential,175.8232762045181
RUA HONORIO MAIA,1.67,NA,yes,paved,residential,935.8957943717251
RUA HONORIO MARTINS,NA,NA,NA,NA,residential,160.88078337341685
RUA HONORIO NOVAIS,NA,NA,NA,NA,residential,61.72838998570344
RUA HONORIO O CARDOSO,NA,NA,NA,asphalt,residential,80.19222569223312
RUA HONORIO PALMA DA FONSECA,NA,NA,NA,NA,residential,181.09059592963894
RUA HONORIO PENA,NA,NA,NA,asphalt,residential,57.90757463510549
RUA HONORIO PRADO,NA,NA,NA,asphalt,residential,274.68403038094516
RUA HONORIO SERPA,NA,NA,NA,NA,residential,306.2214630413853
RUA HORACE CARK,1,NA,NA,paving_stones,residential,187.08666037773608
RUA HORACE MANLEY LANE,NA,NA,NA,NA,residential,355.7091706267603
RUA HORACIO,NA,NA,no,asphalt,residential,128.20195415724334
RUA HORACIO AGUILARO,NA,NA,NA,paved,residential,436.4172868427921
RUA HORACIO ALVES DA COSTA,NA,NA,NA,asphalt,residential,888.4813239552232
RUA HORACIO ANGELINI,NA,NA,NA,NA,residential,181.51158829454113
RUA HORACIO BANDIERI,NA,NA,NA,NA,residential,788.7544070918661
RUA HORACIO BENTO,NA,NA,NA,NA,residential,305.7187627667072
RUA HORACIO BORGIANI,NA,NA,NA,asphalt,residential,175.49433073503462
RUA HORACIO CARTIER,NA,NA,NA,NA,residential,223.69258243982463
RUA HORACIO DE ANDRADE,NA,NA,NA,asphalt,residential,223.22942430182272
RUA HORACIO DE BRITO,NA,NA,NA,NA,residential,85.34906234945143
RUA HORACIO DE CARVALHO,NA,NA,no,NA,residential,757.1020603950964
RUA HORACIO DE CASTILHO,NA,NA,yes,asphalt,residential,305.9366566942127
RUA HORACIO DE MATOS,NA,NA,NA,asphalt,residential,114.58624729421238
RUA HORACIO DE SOUZA,2,NA,no,asphalt,tertiary,251.29683873483333
RUA HORACIO DOS SANTOS,NA,NA,NA,NA,residential,153.34374363694684
RUA HORACIO FIDANI,NA,NA,NA,asphalt,residential,92.47963284084382
RUA HORACIO GERALDO DA SILVA,NA,NA,NA,NA,residential,285.49181564714195
RUA HORACIO HORA,NA,NA,NA,NA,service,59.24091135956221
RUA HORACIO HUNTI,2,NA,NA,asphalt,residential,256.78675503510124
RUA HORACIO JOSE DA SILVA,NA,NA,no,NA,residential,231.11887499507296
RUA HORACIO LANE,NA,NA,yes,asphalt,residential,243.0513874319073
RUA HORACIO MANOEL VIEIRA,NA,NA,yes,asphalt,residential,541.268052740701
RUA HORACIO MENDES CAMPOS,NA,NA,NA,NA,residential,71.86819965716977
RUA HORACIO MOURA,NA,NA,no,asphalt,residential,377.2013995288197
RUA HORACIO NARDIS OLIVEIRA,NA,NA,NA,NA,residential,223.40772004736186
RUA HORACIO NUNES PIRES,NA,NA,NA,NA,residential,316.89543606905846
RUA HORACIO PIRAGIBE GALVAO,NA,NA,no,asphalt,residential,108.95446891032753
RUA HORACIO QUIROGA,NA,NA,NA,NA,residential,252.31522083480493
RUA HORACIO RODRIGUES,NA,NA,no,asphalt,residential,333.6795877756318
RUA HORACIO ROMEU,NA,NA,NA,NA,residential,340.99944688101743
RUA HORACIO SCROSOPPI,NA,NA,no,asphalt,residential,312.58580278690584
RUA HORACIO TAVORA BACURAU,NA,NA,NA,asphalt,residential,65.0839986488909
RUA HORACIO VERGUEIRO RUDGE,2,NA,yes,asphalt,tertiary,527.9305486005554
RUA HORIZONTAL,NA,NA,NA,NA,residential,134.7997064133988
RUA HORIZONTE,NA,NA,NA,asphalt,residential,641.8097416640372
RUA HORIZONTE AZUL,1,30,no,NA,residential,83.73794753614493
RUA HORIZONTINA,NA,NA,yes,asphalt,residential,141.58910541529167
RUA HORMA,NA,NA,no,asphalt,residential,324.53759049146834
RUA HORTALICAS,NA,NA,NA,asphalt,service,102.11153358122824
RUA HORTELA,NA,NA,NA,asphalt,residential,102.74744235634016
RUA HORTELA DO CAMPO,NA,NA,NA,NA,residential,330.3748067593226
RUA HORTELAO DO MATO,NA,NA,NA,asphalt,residential,149.28853962394817
RUA HORTENCIA,NA,NA,NA,paved,residential,1504.2003123305792
RUA HORTENCIA ALBUQUERQUE ORLANDINO,NA,NA,NA,asphalt,residential,749.2680318232108
RUA HORTENCIA ALVES DA SILVA,2,20,no,asphalt,residential,353.5344120259411
RUA HORTENCIA PEDRO,NA,NA,NA,NA,residential,93.56965278411674
RUA HORTENCIA PINTO ZOMIGNAN,NA,NA,NA,paved,residential,260.35366176453533
RUA HORTENCIAS,2,NA,NA,asphalt,residential,270.81901275794314
RUA HORTENCIO TIBURCIO DA SILVA,NA,NA,no,asphalt,residential,165.4204365171775
RUA HORTENSIA,NA,NA,NA,asphalt,residential,267.0625326983469
RUA HORTENSIA VAN DKAMP,2,NA,yes,asphalt,residential,364.31289476793773
RUA HORTENSIO DUTRA,NA,NA,NA,NA,residential,184.4864493667744
RUA HORTO DAS FLORES,NA,NA,NA,NA,residential,114.28670530926843
RUA HORTO FLORESTAL,NA,NA,NA,NA,residential,127.2726780303105
RUA HORTOLANDIA,2,NA,yes,asphalt,residential,1544.9235279343836
RUA HOSUKE HATAKA,NA,NA,NA,NA,residential,347.88910643785056
RUA HOTENCIA,2,NA,NA,asphalt,residential,105.09223914280008
RUA HUAIMI,NA,NA,NA,asphalt,residential,188.9983797504
RUA HUASCA DE VERGARA,NA,NA,no,asphalt,residential,254.24674856098363
RUA HUBERTO BENEMERITI,NA,NA,NA,asphalt,residential,462.0743330325135
RUA HUELVA,NA,NA,NA,NA,residential,462.60781735358665
RUA HUET BACELAR,1.75,NA,yes,asphalt,residential,752.0425812516604
RUA HUGO,NA,NA,NA,NA,residential,185.75432800092543
RUA HUGO ANDREOLI,NA,NA,NA,NA,residential,123.34095571253664
RUA HUGO BERTAZZON,NA,40,NA,asphalt,residential,174.50408783361436
RUA HUGO CACURI,NA,NA,yes,asphalt,residential,210.0726969822804
RUA HUGO CARNICELLI,NA,NA,NA,asphalt,residential,313.73940360900616
RUA HUGO CAROTINI,1,40,yes,asphalt,secondary,646.2545089375767
RUA HUGO CHAVES,NA,NA,NA,unpaved,residential,139.6447955508064
RUA HUGO DAHNER,NA,NA,NA,NA,residential,124.70631685683144
RUA HUGO DALBERG,NA,NA,NA,asphalt,residential,52.372925296618845
RUA HUGO DANTOLA,2.2,NA,yes,asphalt,tertiary,345.9710332122543
RUA HUGO DE BARROS,NA,NA,NA,asphalt,residential,141.19520514484864
RUA HUGO DELLA SANTA,NA,NA,NA,NA,residential,95.42345681334427
RUA HUGO FREIRE DE CARVALHO,NA,NA,NA,NA,residential,134.00487898613108
RUA HUGO GUEDES DA CRUZ,NA,NA,NA,asphalt,residential,164.90573891576707
RUA HUGO NAPOLEAO,NA,NA,yes,paved,residential,108.3360537117597
RUA HUGO PIERSON,NA,NA,NA,NA,residential,226.74183396711987
RUA HUGO POLLMAN,NA,NA,yes,asphalt,residential,651.3085278428642
RUA HUGO PRADO,NA,NA,NA,asphalt,residential,159.16895878146417
RUA HUGO SEMIGHINI,NA,NA,yes,asphalt,residential,609.5676730153859
RUA HUGO THERMACIS,NA,NA,NA,asphalt,residential,32.79236017348545
RUA HUGO VAN DER GOES,NA,NA,no,asphalt,residential,390.3934339407414
RUA HUGO VIEIRA PINTO,NA,NA,NA,NA,residential,1090.7847849602967
RUA HUGO VITOR DA SILVA,NA,40,yes,asphalt,residential,783.2245557722918
RUA HUGO WALTER PUSCHNICK,NA,NA,yes,asphalt,residential,107.51739905738725
RUA HUGO WOLF,NA,NA,NA,asphalt,residential,450.74811332480925
RUA HUGO ZILLER,NA,NA,NA,NA,residential,756.0452830187475
RUA HUITACA,NA,NA,yes,NA,residential,421.73114913787646
RUA HULAGU,NA,NA,NA,NA,residential,101.29386124750036
RUA HULETIA,NA,NA,NA,asphalt,residential,87.54561012665451
RUA HUM,1,NA,NA,asphalt,residential,1521.7625192395112
RUA HUM A,NA,NA,NA,NA,residential,527.026072617748
RUA HUMAITA,2,42.86,yes,asphalt,residential,3070.1591244468336
RUA HUMANIDADE,NA,NA,NA,NA,residential,83.32440961984277
RUA HUMBERT DE CAMPOS,NA,NA,NA,NA,residential,433.12265711649974
RUA HUMBERTO ALBUQUERQUE CAMARA NETO,NA,NA,NA,asphalt,residential,239.81358336357363
RUA HUMBERTO ALLEN,2,NA,NA,asphalt,secondary,104.59481237510984
RUA HUMBERTO ANGELO BERETA,NA,NA,NA,NA,residential,71.58844947724779
RUA HUMBERTO BANDINI,NA,NA,NA,ground,residential,850.6375904802089
RUA HUMBERTO BARELI DE MENDONCA,NA,NA,NA,NA,residential,74.96657996560803
RUA HUMBERTO BORTOLO,NA,NA,NA,asphalt,residential,654.1715242408757
RUA HUMBERTO BROCHINI,1.5,NA,no,paved,tertiary,1185.3870508636653
RUA HUMBERTO CANTANDEIRO,NA,NA,yes,NA,residential,148.46104948079508
RUA HUMBERTO CASARI,NA,NA,no,NA,residential,230.08340224670266
RUA HUMBERTO CATALANO,NA,NA,NA,NA,residential,154.4117095851256
RUA HUMBERTO DANTAS,NA,NA,NA,asphalt,residential,318.4491607121781
RUA HUMBERTO DE ALMEIDA,NA,NA,yes,asphalt,residential,677.1985499563272
RUA HUMBERTO DE CAMPOS,2,40,yes,asphalt,residential,2368.2666390843515
RUA HUMBERTO DE LUCA,NA,NA,NA,asphalt,residential,62.26794502898816
RUA HUMBERTO DE QUEIROS,NA,NA,no,asphalt,residential,360.2022123160949
RUA HUMBERTO DE SOUSA MELO,NA,NA,NA,NA,residential,109.0599109442308
RUA HUMBERTO DE SOUZA MELLO,NA,NA,NA,asphalt,residential,416.07026478634634
RUA HUMBERTO DE TOGNI,NA,NA,NA,asphalt,service,123.25456676343741
RUA HUMBERTO DELLA SANTO,NA,NA,NA,NA,residential,304.0125475894649
RUA HUMBERTO DOS SANTOS MOURA,NA,NA,NA,NA,residential,192.49075767106265
RUA HUMBERTO DOTTO,NA,NA,NA,NA,residential,152.5864133514564
RUA HUMBERTO FERNANDES FORTES,NA,NA,NA,asphalt,residential,423.46583936457466
RUA HUMBERTO I,2,NA,yes,asphalt,residential,1106.1075930144898
RUA HUMBERTO LEONE,NA,NA,NA,NA,residential,150.28043439069688
RUA HUMBERTO LUIS GASTALDO,NA,30,NA,asphalt,residential,57.5164531007747
RUA HUMBERTO MAORELLI DE MENDONCA,NA,NA,NA,NA,residential,137.03345430352243
RUA HUMBERTO MARCAL,2,NA,NA,paved,residential,251.6591605995408
RUA HUMBERTO MARQUES,NA,NA,NA,asphalt,residential,183.9725640503722
RUA HUMBERTO MAURO,NA,NA,NA,asphalt,residential,101.13160515180451
RUA HUMBERTO MENATO,NA,NA,NA,asphalt,residential,83.55781622825225
RUA HUMBERTO MIRANDA,NA,NA,yes,NA,residential,225.4374001749288
RUA HUMBERTO MORBIO,NA,NA,NA,asphalt,residential,148.62695949070658
RUA HUMBERTO OLIVIERI,NA,NA,NA,NA,residential,141.9497407585737
RUA HUMBERTO PARENTE,NA,NA,yes,asphalt,residential,175.98111952175788
RUA HUMBERTO PORTO,NA,40,yes,asphalt,residential,156.69914447724872
RUA HUMBERTO PRIMO LEARDINI,2,NA,yes,asphalt,residential,583.84072531426375
RUA HUMBERTO QUINTILIO,NA,NA,NA,NA,residential,130.81736474913487
RUA HUMBERTO ROMANI,NA,NA,yes,asphalt,residential,320.1996966604577
RUA HUMBERTO SCIGLIANO,NA,NA,yes,NA,residential,604.5496546555748
RUA HUMBERTO SILVERIO,NA,NA,NA,unpaved,residential,835.7104495229191
RUA HUMBERTO TEIXEIRA,NA,NA,NA,NA,residential,143.89014875413662
RUA HUMBERTO VASQUEZ,NA,NA,NA,NA,residential,137.1608849640476
RUA HUMBERTO ZANCANARO,NA,NA,NA,NA,residential,76.35579230257844
RUA HUMBERTO ZANETTI,NA,NA,no,asphalt,residential,100.85266483001988
RUA HUMBOLDT,NA,NA,NA,asphalt,residential,377.08499484356275
RUA HUNGARA,NA,NA,NA,asphalt,residential,517.5357269552724
RUA HUNGRIA,3.17,60,yes,asphalt,residential,4714.190561931699
RUA HUSSAIN YOUSSEF SAAB,NA,NA,yes,asphalt,residential,145.6815086815061
RUA HYDE PARK,NA,NA,NA,asphalt,residential,351.80933435703827
RUA I,NA,30,no,asphalt,residential,728.8198443914381
RUA IABICUGUACU,NA,NA,NA,asphalt,residential,87.36833830698914
RUA IACAMACRI,NA,NA,NA,NA,residential,50.123215583279304
RUA IACANGA,2,NA,yes,asphalt,residential,575.4802061353415
RUA IACAPE,NA,NA,NA,asphalt,residential,394.8055723315354
RUA IACAPUCAIO,NA,NA,NA,NA,residential,134.9555048997501
RUA IACRI,NA,NA,no,paved,residential,245.3252341030915
RUA IACU,NA,NA,NA,NA,residential,328.87527931373995
RUA IACUACANGA,NA,NA,NA,asphalt,residential,52.03665845368993
RUA IACUPEMA,NA,NA,NA,NA,residential,218.40462478940617
RUA IACURANA,NA,NA,no,asphalt,residential,46.48672822527334
RUA IAGARI,NA,NA,yes,asphalt,residential,322.531471150529
RUA IAGE,NA,NA,NA,NA,residential,129.18156643742336
RUA IAGUARACA,NA,NA,NA,asphalt,service,104.26184898411582
RUA IAIA,NA,NA,NA,asphalt,residential,215.16177113131423
RUA IAIA GARCIA,NA,NA,NA,NA,residential,67.67795334514646
RUA IAMANDU,NA,NA,NA,NA,residential,231.046756357854
RUA IAMBU,NA,NA,NA,asphalt,residential,534.6497013605365
RUA IAMORI,NA,NA,yes,NA,residential,81.80803278400641
RUA IANA,NA,NA,NA,asphalt,residential,76.31258978762425
RUA IANDU,NA,NA,yes,asphalt,residential,184.2770348863371
RUA IANOMAMI,NA,NA,NA,asphalt,residential,209.21840744812485
RUA IANOMANI,NA,NA,yes,NA,residential,1091.0285673088777
RUA IAPARANDIBA,NA,NA,NA,NA,residential,333.77465948220157
RUA IAPEGU,NA,NA,NA,asphalt,residential,134.31036201187672
RUA IAPO,NA,NA,no,asphalt,residential,856.8379843648429
RUA IAPTUS,NA,NA,NA,asphalt,residential,94.91281072018039
RUA IAPU GUACU,NA,NA,NA,asphalt,residential,86.38716038187633
RUA IAPUCANIN,NA,30,NA,asphalt,residential,246.4877051829886
RUA IAPURUCU,NA,NA,yes,NA,residential,93.2666344262118
RUA IAQUE,NA,NA,NA,asphalt,residential,120.74104612390357
RUA IAQUIRANA,NA,NA,no,NA,residential,67.69229959942605
RUA IARA,NA,NA,yes,asphalt,residential,335.8031190720403
RUA IARA DIE PEREIRA,NA,NA,NA,NA,residential,712.3336821687848
RUA IARA LAVELBERG,NA,NA,NA,NA,residential,106.89687723638559
RUA IARA XAVIER,NA,NA,NA,asphalt,residential,115.73534526695578
RUA IARACOTIA,NA,40,NA,NA,residential,89.16123966438114
RUA IARIM,NA,NA,NA,NA,residential,44.096264723033926
RUA IAROBA,NA,NA,NA,NA,residential,28.028138391515682
RUA IARUCU,NA,NA,NA,asphalt,residential,319.95872803796476
RUA IATAI,NA,NA,NA,asphalt,residential,215.5205300079793
RUA IATE CLUBE ITAIPU,NA,20,NA,unpaved,residential,577.031588008336
RUA IATECA,NA,NA,NA,NA,residential,69.59050616027258
RUA IATI,NA,NA,NA,NA,residential,42.01995123516625
RUA IAUARETE,2,NA,NA,asphalt,tertiary,40.957332145702736
RUA IAURA,NA,NA,NA,NA,residential,138.84932071541496
RUA IBACABA,NA,NA,NA,paved,residential,547.42970494122
RUA IBAITI,NA,NA,yes,asphalt,residential,321.81559857634755
RUA IBARAGUI NISSUI,NA,NA,NA,asphalt,residential,205.91487786958015
RUA IBARAMA,NA,NA,NA,asphalt,residential,64.45900865281278
RUA IBARETAMA,NA,NA,NA,NA,residential,104.39592625572577
RUA IBARRA,NA,NA,NA,asphalt,residential,93.46179187563601
RUA IBATE,NA,NA,yes,asphalt,residential,521.5589144770313
RUA IBATEGUARA,NA,NA,NA,asphalt,residential,326.45828872678163
RUA IBATIBA,2,NA,no,asphalt,residential,290.26171385920514
RUA IBATUBI,NA,NA,NA,asphalt,residential,120.50739421787868
RUA IBERE CAMARGO,NA,NA,NA,NA,residential,94.55660002259668
RUA IBERE DA COSTA FRANCO,NA,NA,NA,asphalt,residential,419.6768402545066
RUA IBERE GOMES GROSSO,NA,NA,NA,NA,residential,430.78961938972014
RUA IBERIA,NA,NA,no,asphalt,residential,981.7597225633139
RUA IBERICO,NA,NA,NA,asphalt,residential,116.35217197792694
RUA IBERIS,NA,NA,no,paved,residential,266.03175689068286
RUA IBERTIOGA,NA,NA,NA,asphalt,residential,1083.1965088191428
RUA IBI GUACU,NA,NA,NA,asphalt,residential,350.33641186978844
RUA IBIA,NA,NA,NA,NA,residential,308.0551752082698
RUA IBIACEMA,1,NA,yes,asphalt,residential,543.0153908157334
RUA IBIACICA,NA,NA,NA,asphalt,residential,132.86334672493308
RUA IBIACUCE,NA,NA,NA,NA,residential,136.62720412196344
RUA IBIAI,NA,NA,NA,NA,residential,406.3738916899
RUA IBIAJARA,NA,NA,NA,asphalt,residential,939.5491807536094
RUA IBIAPABA,NA,NA,yes,asphalt,residential,559.8807734908767
RUA IBIAPAVA,2,NA,yes,asphalt,secondary,368.60537200127476
RUA IBIAPINOPOLIS,1,40,yes,asphalt,residential,988.2384654952124
RUA IBIAPORA,NA,NA,yes,NA,residential,270.9108043015557
RUA IBIARA,NA,NA,NA,NA,residential,132.30151092622253
RUA IBIATE,1,NA,yes,asphalt,residential,159.3035355980277
RUA IBICABA,NA,20,no,asphalt,residential,720.461898736132
RUA IBICARAI,NA,NA,NA,asphalt,residential,528.3481801464802
RUA IBICARE,NA,NA,yes,paved,residential,511.88828147321294
RUA IBICOARA,NA,NA,NA,NA,residential,92.81844699700927
RUA IBICUI,NA,NA,NA,NA,residential,885.5673271873709
RUA IBICUIMIRIM,NA,20,NA,asphalt,residential,231.37030082505342
RUA IBIMIRIM,2,NA,no,asphalt,residential,553.0059582047193
RUA IBIPEBA,NA,NA,NA,asphalt,residential,72.07661935903474
RUA IBIPETUBA,1,40,yes,asphalt,primary_link,280.04952919757886
RUA IBIPITANGA,NA,NA,yes,asphalt,residential,1403.1178450564228
RUA IBIPORA,NA,NA,NA,NA,residential,558.0698102996578
RUA IBIPORANGA,NA,NA,NA,asphalt,residential,40.89426813567918
RUA IBIQUARA,NA,NA,no,asphalt,residential,474.5036013749402
RUA IBIRA,2,NA,yes,asphalt,residential,915.8102036544699
RUA IBIRA BARBALHO LOPES,NA,NA,NA,asphalt,residential,91.19459254867658
RUA IBIRACABA,NA,NA,NA,asphalt,residential,452.7229196960061
RUA IBIRACAMBI,NA,NA,NA,asphalt,residential,100.99372959894289
RUA IBIRACATU,NA,NA,NA,asphalt,residential,168.86164414262893
RUA IBIRACEMA,NA,NA,NA,paved,residential,234.4997189657244
RUA IBIRACI,NA,NA,yes,asphalt,residential,417.81050824806954
RUA IBIRACU,2.5,NA,no,asphalt,tertiary,242.6236181232045
RUA IBIRAIARAS,1.5,NA,yes,asphalt,secondary,1164.45928289876
RUA IBIRAJA,2,30,yes,asphalt,residential,512.8473151162856
RUA IBIRAJUBA,1.33,NA,yes,paved,tertiary,538.6057579453022
RUA IBIRAMA,NA,NA,NA,paved,residential,1049.3961078174912
RUA IBIRAPITANGA,NA,NA,yes,NA,residential,61.23255441998761
RUA IBIRAPOA,NA,NA,NA,NA,residential,208.48086939894384
RUA IBIRAPORA,NA,NA,NA,asphalt,residential,506.49673213828356
RUA IBIRAPUERA,NA,NA,NA,NA,residential,348.0268796914636
RUA IBIRAREMA,2,NA,yes,asphalt,residential,569.2469998364666
RUA IBIRATAI,NA,NA,NA,asphalt,residential,299.16282947183186
RUA IBIRATAIA,NA,NA,NA,asphalt,residential,79.61894156571886
RUA IBIRATINGA,NA,NA,NA,asphalt,residential,392.3557307902416
RUA IBIRAUNA,NA,NA,NA,asphalt,residential,146.35502136137066
RUA IBIRIBA,NA,NA,NA,NA,residential,212.128883130028
RUA IBIRITE,NA,NA,NA,NA,residential,115.31902743714078
RUA IBIRUBA,3.71,NA,yes,asphalt,residential,121.67313987973236
RUA IBIS DOURADO,NA,NA,NA,NA,residential,296.17271246246287
RUA IBISUARA,NA,NA,NA,NA,residential,52.139394365679394
RUA IBITI,NA,NA,no,asphalt,residential,266.72181049481645
RUA IBITIARA,NA,NA,yes,asphalt,residential,703.1863253018189
RUA IBITIBA,NA,NA,NA,NA,residential,471.7816357843861
RUA IBITIGUACU,NA,NA,NA,asphalt,residential,207.21525610710316
RUA IBITIGUAIA,NA,NA,NA,asphalt,residential,68.57514917863054
